fecha,año,mes,ciudad_origen,ciudad_destino,tipo_transporte,tipo_carga,empresa_transportadora,peso_kg,distancia_km,tiempo_planificado_horas,tiempo_real_horas,retraso_horas,costo_cop,estado_entrega,temperatura_celsius,numero_paradas,calificacion_servicio
2023-03-21,2023,3,Cali,Ibagué,Aéreo,Líquidos,CargoNacional,40736.64,645.1,5.7,8.3,2.6,327967665,Entregado,,0,2.6
2021-09-30,2021,9,Popayán,Cartagena,Terrestre,Peligrosa,CargoNacional,29546.31,292.7,6.7,6.3,0.0,7680744,Entregado,,4,4.9
2022-07-20,2022,7,Popayán,Manizales,Fluvial,Sobredimensionada,LogiExpress,33468.38,192.6,26.8,24.1,0.0,27876867,Entregado,,0,4.8
2020-03-26,2020,3,Bucaramanga,Bogotá,Fluvial,Líquidos,LogiExpress,42403.93,209.1,51.3,73.8,22.5,28789552,Retrasado,,0,1.8
2024-03-30,2024,3,Ibagué,Neiva,Aéreo,Peligrosa,CargaSur,6860.24,963.5,3.8,4.7,0.9,37484256,En Tránsito,,0,4.0
2022-10-03,2022,10,Medellín,Pereira,Fluvial,Líquidos,LogiNorte,15364.29,795.0,58.2,78.0,19.8,41930234,Entregado,,0,1.1
2020-07-01,2020,7,Cartagena,Manizales,Aéreo,Peligrosa,TransColombia S.A.,26761.18,247.2,3.8,3.5,0.0,59780565,Entregado,,0,4.8
2024-11-24,2024,11,Pereira,Villavicencio,Aéreo,Líquidos,CargaSur,34088.56,244.7,3.3,3.7,0.4,27694422,Retrasado,,0,3.8
2024-01-02,2024,1,Barranquilla,Ibagué,Aéreo,Líquidos,LogiCosta,878.08,1122.1,3.2,4.1,0.9,8334580,Retrasado,,0,3.7
2024-07-24,2024,7,Popayán,Armenia,Marítimo,Refrigerada,LogiNorte,41345.95,932.0,104.4,86.8,0.0,32004037,Entregado,3.7,0,4.9
2022-05-15,2022,5,Manizales,Pasto,Marítimo,Refrigerada,ExpressTrans,20519.25,317.4,103.1,109.7,6.6,15832808,Entregado,5.1,0,2.8
2020-01-22,2020,1,Manizales,Villavicencio,Fluvial,General,TransAndino,6531.52,598.2,16.2,14.3,0.0,6279783,Entregado,,0,4.1
2023-01-04,2023,1,Bucaramanga,Cali,Marítimo,Sobredimensionada,ExpressTrans,26859.38,784.0,78.7,68.9,0.0,23137203,Devuelto,,0,4.9
2020-06-26,2020,6,Ibagué,Popayán,Fluvial,Refrigerada,CargoNacional,25959.46,173.2,40.7,35.7,0.0,3713872,Entregado,-3.9,0,4.7
2020-05-18,2020,5,Barranquilla,Santa Marta,Marítimo,Sobredimensionada,CargoNacional,22156.99,1607.5,87.6,101.0,13.4,139929296,Retrasado,,0,2.1
2020-03-30,2020,3,Pasto,Bogotá,Aéreo,Peligrosa,ExpressTrans,46099.8,550.1,3.2,4.0,0.8,123944071,Entregado,,0,3.8
2020-05-10,2020,5,Barranquilla,Cali,Aéreo,Peligrosa,TransAndino,1362.95,640.5,7.1,8.7,1.6,3536812,Entregado,,0,4.0
2021-10-12,2021,10,Bogotá,Cali,Terrestre,Sobredimensionada,CargoRápido,26760.26,947.0,20.2,29.3,9.1,36135879,Entregado,,1,2.4
2023-11-02,2023,11,Barranquilla,Bogotá,Fluvial,General,LogiCosta,3015.04,401.9,46.0,64.4,18.4,3017366,Entregado,,0,1.8
2020-02-10,2020,2,Manizales,Popayán,Fluvial,Líquidos,LogiNorte,14195.18,550.4,39.0,51.6,12.6,27809331,Entregado,,0,1.5
2023-07-27,2023,7,Santa Marta,Ibagué,Aéreo,Sobredimensionada,CargoRápido,43984.27,423.8,3.7,4.9,1.2,204705155,Entregado,,0,3.8
2020-11-24,2020,11,Bucaramanga,Villavicencio,Terrestre,Sobredimensionada,ExpressTrans,7284.79,716.9,10.5,12.4,1.9,5574795,Entregado,,3,3.6
2023-07-07,2023,7,Bucaramanga,Barranquilla,Fluvial,Sobredimensionada,LogiNorte,23083.02,444.0,69.1,77.7,8.6,22948226,En Tránsito,,0,1.2
2022-12-21,2022,12,Barranquilla,Cartagena,Aéreo,Refrigerada,LogiCosta,9810.64,1073.6,6.0,7.4,1.4,118690493,Entregado,4.9,0,3.9
2023-08-11,2023,8,Cartagena,Barranquilla,Fluvial,Refrigerada,TransAndino,5521.64,574.0,30.0,41.5,11.5,12537601,Entregado,-4.3,0,1.3
2023-02-03,2023,2,Popayán,Cali,Fluvial,Líquidos,LogiNorte,9097.73,437.9,53.6,57.4,3.8,10995156,Retrasado,,0,3.2
2023-02-27,2023,2,Villavicencio,Cali,Fluvial,Líquidos,MoviCarga,7619.09,355.7,26.7,35.2,8.5,9696186,Retrasado,,0,1.9
2024-04-12,2024,4,Pasto,Ibagué,Terrestre,General,LogiExpress,4378.93,62.6,0.8,0.7,0.0,721350,Retrasado,,2,4.9
2021-12-31,2021,12,Barranquilla,Villavicencio,Aéreo,Refrigerada,ExpressTrans,42049.86,562.9,7.5,9.1,1.6,240354763,Devuelto,4.1,0,3.8
2020-07-26,2020,7,Villavicencio,Ibagué,Aéreo,Refrigerada,CargoNacional,20817.77,732.3,5.7,5.2,0.0,112945116,Entregado,7.8,0,4.7
2021-05-25,2021,5,Medellín,Neiva,Aéreo,Sobredimensionada,LogiExpress,37808.11,335.6,4.3,4.6,0.3,35722869,Entregado,,0,4.2
2024-08-02,2024,8,Bucaramanga,Ibagué,Aéreo,Sobredimensionada,TransColombia S.A.,48517.81,1146.6,5.4,7.7,2.3,788482018,En Tránsito,,0,2.6
2020-10-03,2020,10,Pasto,Cartagena,Fluvial,Refrigerada,LogiExpress,49645.55,664.1,52.1,76.7,24.6,73450341,Entregado,7.3,0,1.1
2023-05-19,2023,5,Villavicencio,Santa Marta,Terrestre,Líquidos,LogiCosta,20945.16,295.1,4.0,3.7,0.0,7420899,Entregado,,4,4.9
2020-02-18,2020,2,Santa Marta,Bucaramanga,Aéreo,General,MoviCarga,35055.69,463.1,8.0,8.3,0.3,95763878,En Tránsito,,0,4.2
2023-09-12,2023,9,Medellín,Pereira,Terrestre,Refrigerada,LogiCosta,632.83,881.8,16.9,15.9,0.0,934868,Entregado,0.0,5,4.7
2023-11-28,2023,11,Pereira,Bucaramanga,Marítimo,Líquidos,LogiNorte,20419.03,881.6,114.5,149.2,34.7,38674126,Entregado,,0,1.4
2022-07-10,2022,7,Popayán,Manizales,Terrestre,Peligrosa,CargoRápido,44801.38,83.4,1.8,2.4,0.6,4137738,Entregado,,1,3.9
2020-11-11,2020,11,Pasto,Armenia,Aéreo,General,LogiExpress,581.3,213.4,6.8,9.6,2.8,839761,Entregado,,0,3.1
2024-11-19,2024,11,Santa Marta,Neiva,Marítimo,General,LogiCosta,6186.72,1497.1,43.2,57.1,13.9,5626115,Entregado,,0,2.4
2020-01-08,2020,1,Pereira,Armenia,Aéreo,Refrigerada,TransColombia S.A.,35877.26,586.9,5.8,5.4,0.0,236567643,Entregado,1.4,0,4.7
2022-08-18,2022,8,Cartagena,Villavicencio,Terrestre,Sobredimensionada,CargoNacional,25428.46,165.4,2.1,2.1,0.0,11336670,Retrasado,,4,5.0
2023-12-04,2023,12,Medellín,Villavicencio,Terrestre,Refrigerada,CargoNacional,42445.95,1146.6,23.3,25.1,1.8,126056399,Entregado,-1.1,3,4.0
2021-08-07,2021,8,Barranquilla,Santa Marta,Marítimo,Peligrosa,MoviCarga,26574.49,1413.2,116.9,114.1,0.0,75732296,Entregado,,0,4.1
2021-12-05,2021,12,Popayán,Neiva,Terrestre,Líquidos,LogiNorte,4089.59,1158.4,16.9,13.7,0.0,11183402,Retrasado,,0,4.3
2024-04-28,2024,4,Popayán,Bucaramanga,Terrestre,Líquidos,ExpressTrans,36384.73,512.6,9.4,12.9,3.5,26598082,Retrasado,,2,3.3
2021-10-03,2021,10,Ibagué,Villavicencio,Aéreo,Refrigerada,LogiCosta,8610.59,890.9,4.5,6.4,1.9,46183554,Retrasado,7.3,0,3.9
2024-11-14,2024,11,Popayán,Santa Marta,Fluvial,Refrigerada,CargoNacional,36919.17,400.6,69.0,97.4,28.4,50479368,En Tránsito,6.3,0,1.2
2022-01-18,2022,1,Bogotá,Santa Marta,Aéreo,Refrigerada,LogiCosta,47307.54,417.0,2.1,2.4,0.3,78855387,Entregado,1.5,0,3.7
2024-08-26,2024,8,Armenia,Ibagué,Marítimo,Refrigerada,MoviCarga,24378.09,1530.3,65.6,96.0,30.4,49611855,Entregado,-4.2,0,2.4
2020-05-17,2020,5,Bucaramanga,Villavicencio,Fluvial,Líquidos,ExpressTrans,7159.74,487.2,41.7,39.7,0.0,11783426,Entregado,,0,4.6
2021-11-24,2021,11,Manizales,Cartagena,Fluvial,Líquidos,LogiExpress,29995.88,494.3,32.5,34.5,2.0,37154998,Entregado,,0,4.1
2022-08-27,2022,8,Medellín,Bogotá,Fluvial,Peligrosa,LogiNorte,12380.88,764.0,53.3,76.6,23.3,42599319,Entregado,,0,2.4
2022-09-02,2022,9,Villavicencio,Cartagena,Marítimo,Líquidos,CargaSur,34946.64,1833.2,116.7,157.2,40.5,177859078,Entregado,,0,2.1
2023-06-02,2023,6,Barranquilla,Popayán,Aéreo,Sobredimensionada,LogiCosta,23540.65,219.4,5.1,4.4,0.0,52108760,Entregado,,0,4.1
2022-10-02,2022,10,Santa Marta,Manizales,Marítimo,General,TransAndino,19539.87,628.4,97.9,127.1,29.2,23267413,Entregado,,0,1.7
2021-04-02,2021,4,Manizales,Bogotá,Marítimo,Peligrosa,LogiCosta,24179.4,548.4,50.2,51.4,1.2,48067627,Entregado,,0,4.0
2024-08-14,2024,8,Villavicencio,Manizales,Aéreo,Líquidos,LogiCosta,6106.08,933.4,6.4,6.0,0.0,50736300,Entregado,,0,4.8
2022-05-16,2022,5,Neiva,Popayán,Terrestre,Peligrosa,ExpressTrans,10291.58,479.3,11.6,14.5,2.9,7663320,Entregado,,2,3.0
2020-10-29,2020,10,Santa Marta,Neiva,Fluvial,Líquidos,CargoNacional,29732.87,643.0,18.5,18.3,0.0,38815323,Entregado,,0,4.5
2020-11-29,2020,11,Pasto,Cali,Marítimo,General,LogiExpress,2715.93,855.1,69.8,62.8,0.0,6365171,Retrasado,,0,4.0
2022-06-08,2022,6,Manizales,Bucaramanga,Fluvial,Refrigerada,CargaSur,30692.79,644.3,50.6,52.0,1.4,49149662,Entregado,1.7,0,4.2
2024-01-01,2024,1,Cali,Ibagué,Terrestre,General,CargoNacional,7663.34,808.0,10.4,10.0,0.0,14778079,Entregado,,2,4.3
2022-04-25,2022,4,Bucaramanga,Armenia,Terrestre,Sobredimensionada,LogiNorte,27301.06,810.8,12.3,13.2,0.9,19644548,Entregado,,0,4.3
2022-07-07,2022,7,Cali,Medellín,Marítimo,Refrigerada,MoviCarga,2920.06,1462.0,26.3,32.9,6.6,10870246,En Tránsito,-4.5,0,3.3
2020-11-08,2020,11,Armenia,Cali,Marítimo,Peligrosa,LogiNorte,37822.56,1439.4,25.8,34.5,8.7,119535526,Entregado,,0,2.0
2023-01-31,2023,1,Medellín,Bogotá,Aéreo,Líquidos,TransColombia S.A.,10520.95,782.7,2.0,2.6,0.6,60117357,Entregado,,0,4.4
2020-12-02,2020,12,Pereira,Barranquilla,Aéreo,Líquidos,TransColombia S.A.,45768.51,944.3,3.7,4.4,0.7,254985311,Entregado,,0,3.7
2023-05-29,2023,5,Cartagena,Pereira,Aéreo,Peligrosa,ExpressTrans,19692.36,850.5,4.7,5.2,0.5,212380874,Entregado,,0,4.3
2021-02-23,2021,2,Cali,Medellín,Terrestre,Sobredimensionada,LogiExpress,37166.39,1317.6,27.4,32.9,5.5,115970933,Retrasado,,5,3.2
2024-12-20,2024,12,Pasto,Popayán,Marítimo,Peligrosa,TransAndino,2812.94,1364.4,78.4,111.3,32.9,5024839,En Tránsito,,0,1.5
2021-03-19,2021,3,Armenia,Cali,Marítimo,Refrigerada,TransAndino,47345.07,960.6,55.4,82.5,27.1,83478419,Entregado,1.4,0,1.8
2021-08-07,2021,8,Villavicencio,Manizales,Aéreo,General,LogiCosta,5452.35,200.3,2.2,1.8,0.0,2046272,Retrasado,,0,4.0
2022-06-30,2022,6,Pereira,Villavicencio,Aéreo,General,TransColombia S.A.,18465.68,845.8,7.8,10.3,2.5,79622663,Retrasado,,0,3.2
2021-09-01,2021,9,Villavicencio,Bogotá,Terrestre,Peligrosa,CargoNacional,13210.01,1398.7,18.5,25.2,6.7,18692371,Entregado,,5,3.2
2023-10-28,2023,10,Villavicencio,Bogotá,Fluvial,Refrigerada,TransColombia S.A.,5718.08,621.1,39.3,55.8,16.5,10116018,En Tránsito,-4.7,0,1.8
2020-05-09,2020,5,Neiva,Villavicencio,Aéreo,Refrigerada,LogiExpress,19937.19,577.4,2.2,2.4,0.2,64181678,Entregado,-4.8,0,4.4
2023-09-06,2023,9,Medellín,Armenia,Marítimo,Peligrosa,TransAndino,10214.66,754.4,88.4,130.3,41.9,9590145,Entregado,,0,2.2
2023-08-24,2023,8,Bogotá,Popayán,Fluvial,Líquidos,TransAndino,39618.99,615.1,56.6,56.6,0.0,24025442,Entregado,,0,4.8
2023-01-20,2023,1,Cali,Pereira,Marítimo,Líquidos,CargoRápido,7370.22,1549.8,57.3,52.8,0.0,19370876,En Tránsito,,0,4.3
2021-08-21,2021,8,Cali,Popayán,Fluvial,Líquidos,LogiNorte,18080.41,430.6,48.1,68.3,20.2,14089754,Entregado,,0,1.7
2024-03-23,2024,3,Ibagué,Popayán,Aéreo,General,CargaSur,25367.01,1059.7,5.8,7.1,1.3,232011099,Retrasado,,0,3.7
2024-06-23,2024,6,Pasto,Cali,Aéreo,Sobredimensionada,LogiExpress,41189.82,1080.7,7.9,9.3,1.4,332393659,Retrasado,,0,3.8
2023-02-01,2023,2,Manizales,Cali,Aéreo,Peligrosa,TransAndino,5934.38,931.9,6.8,8.1,1.3,35483888,Entregado,,0,3.9
2023-03-27,2023,3,Bucaramanga,Villavicencio,Fluvial,General,MoviCarga,32059.42,444.9,62.1,88.6,26.5,13855401,En Tránsito,,0,2.2
2022-10-30,2022,10,Villavicencio,Medellín,Fluvial,Refrigerada,LogiExpress,34777.38,349.3,57.3,58.0,0.7,20360930,Entregado,7.4,0,3.7
2020-02-03,2020,2,Bogotá,Bucaramanga,Terrestre,Refrigerada,CargoNacional,41400.06,1036.7,24.3,27.1,2.8,34223205,Entregado,7.3,5,2.9
2023-11-30,2023,11,Pasto,Cartagena,Marítimo,Sobredimensionada,CargaSur,10501.58,1028.5,80.6,91.5,10.9,18246091,Entregado,,0,1.7
2020-03-05,2020,3,Santa Marta,Bucaramanga,Marítimo,General,ExpressTrans,35061.51,1764.0,60.8,71.6,10.8,59072875,Entregado,,0,1.9
2021-12-19,2021,12,Manizales,Santa Marta,Terrestre,Sobredimensionada,TransColombia S.A.,48142.14,1150.6,26.5,25.9,0.0,40443176,En Tránsito,,1,4.7
2024-01-05,2024,1,Manizales,Medellín,Fluvial,Sobredimensionada,CargaSur,12144.79,789.6,14.1,14.3,0.2,43447486,En Tránsito,,0,3.7
2022-04-20,2022,4,Medellín,Bogotá,Aéreo,Líquidos,TransColombia S.A.,46783.36,644.4,5.0,5.6,0.6,255338200,Entregado,,0,4.4
2023-08-31,2023,8,Neiva,Bogotá,Marítimo,Líquidos,LogiExpress,34941.01,1134.9,110.6,111.2,0.6,36076444,Entregado,,0,3.8
2020-08-12,2020,8,Manizales,Cali,Terrestre,Refrigerada,TransAndino,24363.75,58.3,0.8,1.1,0.3,3925329,Entregado,5.0,0,3.8
2021-04-02,2021,4,Bucaramanga,Popayán,Fluvial,Refrigerada,TransAndino,40440.08,766.2,19.0,17.4,0.0,50889968,Entregado,2.9,0,4.0
2022-10-13,2022,10,Bucaramanga,Armenia,Fluvial,General,CargoRápido,44894.7,389.4,44.6,48.7,4.1,14659830,Devuelto,,0,3.2
2020-05-17,2020,5,Medellín,Cali,Marítimo,Peligrosa,TransAndino,20126.22,1862.8,111.0,156.8,45.8,27481957,Entregado,,0,1.9
2023-09-23,2023,9,Barranquilla,Ibagué,Marítimo,Líquidos,ExpressTrans,23946.2,1950.5,87.0,105.1,18.1,30531199,Entregado,,0,1.3
2021-09-07,2021,9,Cali,Villavicencio,Fluvial,General,CargaSur,3093.7,662.3,18.8,23.8,5.0,4059656,Entregado,,0,3.4
2020-10-07,2020,10,Bucaramanga,Barranquilla,Fluvial,Refrigerada,MoviCarga,33235.41,460.9,24.8,22.8,0.0,46919893,Entregado,6.2,0,4.1
2023-09-28,2023,9,Cali,Popayán,Aéreo,General,TransAndino,25717.89,1187.4,5.4,5.3,0.0,340609798,En Tránsito,,0,4.4
2021-04-06,2021,4,Armenia,Cartagena,Fluvial,General,LogiNorte,2241.15,358.3,35.7,33.4,0.0,2554978,Entregado,,0,4.4
2024-09-08,2024,9,Armenia,Barranquilla,Aéreo,Sobredimensionada,LogiCosta,47474.46,709.5,4.4,6.2,1.8,244980636,En Tránsito,,0,4.0
2022-10-15,2022,10,Villavicencio,Medellín,Fluvial,Líquidos,TransColombia S.A.,20924.09,515.1,54.3,73.0,18.7,27262537,Entregado,,0,1.4
2021-07-29,2021,7,Santa Marta,Neiva,Marítimo,Peligrosa,CargoRápido,30304.26,1862.9,106.1,119.8,13.7,129122516,Retrasado,,0,2.3
2023-04-22,2023,4,Neiva,Ibagué,Aéreo,Sobredimensionada,CargaSur,4640.29,689.7,4.1,4.8,0.7,23302404,Entregado,,0,3.8
2021-07-09,2021,7,Armenia,Cartagena,Aéreo,Peligrosa,CargaSur,45370.16,766.0,4.1,4.2,0.1,359629133,Entregado,,0,3.9
2021-06-24,2021,6,Pasto,Pereira,Aéreo,Líquidos,CargoNacional,40132.0,888.3,3.1,4.0,0.9,333948438,Retrasado,,0,3.7
2022-08-05,2022,8,Pasto,Ibagué,Aéreo,General,ExpressTrans,31965.91,405.7,6.7,9.3,2.6,53343032,Entregado,,0,3.0
2021-05-18,2021,5,Pereira,Ibagué,Marítimo,Líquidos,TransAndino,26916.69,548.8,82.2,80.3,0.0,58982912,Retrasado,,0,5.0
2020-01-07,2020,1,Medellín,Cartagena,Marítimo,Sobredimensionada,TransAndino,46744.08,1236.1,102.8,119.0,16.2,88375144,Entregado,,0,2.5
2023-07-10,2023,7,Santa Marta,Manizales,Terrestre,Sobredimensionada,LogiNorte,19405.55,223.2,4.7,4.9,0.2,10842371,Entregado,,0,3.5
2020-05-23,2020,5,Cartagena,Medellín,Marítimo,Refrigerada,LogiExpress,46294.82,1467.4,43.7,62.2,18.5,105048670,Entregado,-0.6,0,1.9
2021-07-21,2021,7,Cartagena,Santa Marta,Aéreo,Refrigerada,MoviCarga,30953.76,770.6,3.6,4.3,0.7,205020968,Entregado,2.2,0,3.8
2021-03-26,2021,3,Cali,Armenia,Fluvial,Refrigerada,CargoRápido,30853.2,770.4,17.5,23.1,5.6,88932549,Entregado,1.3,0,2.6
2024-09-27,2024,9,Pereira,Barranquilla,Aéreo,Sobredimensionada,LogiCosta,8365.56,373.5,3.3,2.9,0.0,12396824,Entregado,,0,4.6
2023-05-13,2023,5,Armenia,Pereira,Fluvial,Refrigerada,MoviCarga,5108.29,203.3,54.7,60.7,6.0,3375824,Entregado,3.0,0,2.9
2023-01-13,2023,1,Villavicencio,Cartagena,Aéreo,Sobredimensionada,LogiNorte,39500.43,723.9,3.9,4.5,0.6,272667228,Entregado,,0,4.1
2022-02-02,2022,2,Cali,Villavicencio,Terrestre,Líquidos,LogiNorte,8502.24,635.8,13.1,13.7,0.6,6407699,Entregado,,5,3.8
2021-04-17,2021,4,Pereira,Manizales,Fluvial,General,LogiCosta,12279.24,603.4,39.1,53.2,14.1,14672965,Retrasado,,0,1.6
2022-10-02,2022,10,Pereira,Villavicencio,Fluvial,Sobredimensionada,LogiExpress,21924.38,376.3,28.1,40.4,12.3,10984283,Retrasado,,0,1.3
2023-04-14,2023,4,Manizales,Ibagué,Aéreo,General,LogiNorte,18292.13,960.7,2.5,3.6,1.1,56397696,Retrasado,,0,3.6
2020-06-11,2020,6,Ibagué,Cartagena,Fluvial,Refrigerada,ExpressTrans,7167.54,433.3,64.3,59.8,0.0,5520518,Entregado,-4.1,0,4.9
2023-06-25,2023,6,Bogotá,Manizales,Aéreo,Peligrosa,CargoRápido,23565.39,623.3,3.0,2.4,0.0,179335265,Entregado,,0,4.1
2024-05-01,2024,5,Medellín,Bucaramanga,Aéreo,Líquidos,LogiExpress,38975.06,753.4,4.2,3.9,0.0,181694173,En Tránsito,,0,4.8
2021-10-28,2021,10,Armenia,Cali,Marítimo,Líquidos,TransColombia S.A.,25095.56,1821.2,61.8,56.7,0.0,106459146,Entregado,,0,4.2
2023-06-01,2023,6,Armenia,Bucaramanga,Marítimo,Sobredimensionada,MoviCarga,22801.71,1507.4,92.5,84.5,0.0,57456750,Entregado,,0,5.0
2020-10-05,2020,10,Bogotá,Bucaramanga,Fluvial,Líquidos,TransAndino,33908.52,406.8,44.5,48.2,3.7,49059197,Entregado,,0,3.4
2021-12-25,2021,12,Villavicencio,Pasto,Fluvial,Peligrosa,CargoRápido,46849.82,258.5,63.5,56.4,0.0,7683429,Entregado,,0,5.0
2024-09-20,2024,9,Cartagena,Medellín,Fluvial,Sobredimensionada,LogiNorte,15045.95,165.5,41.2,54.6,13.4,4592173,En Tránsito,,0,2.1
2022-07-10,2022,7,Armenia,Pasto,Aéreo,Peligrosa,LogiNorte,12300.14,216.4,3.4,3.8,0.4,17972684,Entregado,,0,4.0
2024-12-12,2024,12,Barranquilla,Ibagué,Aéreo,Sobredimensionada,TransColombia S.A.,12343.76,345.5,5.8,5.1,0.0,22651992,Entregado,,0,4.9
2024-12-21,2024,12,Manizales,Popayán,Fluvial,General,LogiCosta,14768.16,683.7,45.1,37.4,0.0,55083464,Entregado,,0,4.1
2021-11-09,2021,11,Barranquilla,Bucaramanga,Aéreo,General,LogiExpress,7382.36,911.1,3.6,2.9,0.0,28458609,Devuelto,,0,4.0
2022-04-06,2022,4,Bucaramanga,Armenia,Fluvial,Peligrosa,LogiCosta,16394.58,389.2,60.1,72.7,12.6,30394556,Entregado,,0,1.7
2022-11-18,2022,11,Bogotá,Neiva,Terrestre,Refrigerada,LogiNorte,16574.59,1085.7,15.7,19.5,3.8,15473545,Entregado,4.9,1,2.6
2022-02-25,2022,2,Cartagena,Santa Marta,Aéreo,General,TransColombia S.A.,15215.22,1153.6,3.2,3.8,0.6,126066079,Entregado,,0,3.7
2023-01-25,2023,1,Pasto,Cartagena,Aéreo,General,LogiExpress,8253.23,237.5,6.4,8.6,2.2,9919978,En Tránsito,,0,2.7
2023-10-09,2023,10,Santa Marta,Medellín,Terrestre,Sobredimensionada,CargaSur,30878.24,1470.2,19.9,29.2,9.3,51989242,Entregado,,4,1.8
2024-07-25,2024,7,Neiva,Bucaramanga,Marítimo,Líquidos,CargoNacional,33420.82,1720.1,80.6,103.0,22.4,194469011,Entregado,,0,1.4
2024-07-26,2024,7,Bogotá,Santa Marta,Fluvial,Peligrosa,CargaSur,47003.01,345.4,70.4,105.2,34.8,16233664,Entregado,,0,2.2
2021-06-11,2021,6,Medellín,Popayán,Aéreo,Líquidos,MoviCarga,42239.96,419.0,7.7,8.7,1.0,49973401,Entregado,,0,4.0
2022-01-13,2022,1,Pereira,Villavicencio,Fluvial,Sobredimensionada,LogiCosta,16627.54,202.7,21.7,24.7,3.0,10138563,Entregado,,0,2.8
2024-12-26,2024,12,Bogotá,Santa Marta,Fluvial,Sobredimensionada,CargoNacional,20769.72,785.9,32.0,33.9,1.9,30816175,Entregado,,0,4.5
2022-03-22,2022,3,Pasto,Barranquilla,Fluvial,Sobredimensionada,MoviCarga,14394.73,546.9,21.9,20.0,0.0,14284522,Retrasado,,0,4.1
2020-06-17,2020,6,Medellín,Armenia,Terrestre,Refrigerada,CargoRápido,21484.28,1350.0,17.4,23.6,6.2,65068780,Entregado,-3.0,0,2.5
2020-12-29,2020,12,Bogotá,Barranquilla,Marítimo,Peligrosa,CargaSur,33336.31,448.8,39.9,40.6,0.7,16800956,Entregado,,0,3.6
2020-03-21,2020,3,Pasto,Bogotá,Aéreo,Refrigerada,LogiNorte,41227.13,690.4,3.6,3.6,0.0,231918178,Retrasado,3.0,0,4.1
2022-08-04,2022,8,Pasto,Popayán,Marítimo,Refrigerada,CargoRápido,4896.4,1331.0,90.1,74.1,0.0,21693992,Entregado,4.0,0,4.8
2022-01-04,2022,1,Ibagué,Cartagena,Marítimo,Sobredimensionada,LogiNorte,40367.6,699.7,118.5,120.5,2.0,36013298,Entregado,,0,3.6
2020-11-13,2020,11,Bogotá,Cali,Terrestre,Líquidos,LogiExpress,7469.23,1497.4,33.2,43.4,10.2,13490521,Entregado,,2,2.0
2023-04-01,2023,4,Barranquilla,Villavicencio,Fluvial,Sobredimensionada,LogiNorte,6218.66,568.8,68.6,81.4,12.8,13494866,Entregado,,0,1.3
2022-08-27,2022,8,Manizales,Bogotá,Marítimo,Refrigerada,LogiNorte,9655.28,412.3,27.0,37.7,10.7,4187854,Devuelto,1.5,0,2.0
2022-03-25,2022,3,Villavicencio,Neiva,Marítimo,Sobredimensionada,CargoNacional,40807.48,1567.0,91.9,115.9,24.0,245496269,Entregado,,0,2.3
2021-01-11,2021,1,Bogotá,Popayán,Aéreo,Peligrosa,LogiNorte,4751.5,1075.5,4.0,3.3,0.0,17503410,Retrasado,,0,4.5
2021-07-23,2021,7,Popayán,Barranquilla,Aéreo,Sobredimensionada,TransColombia S.A.,38565.91,831.5,6.3,8.6,2.3,138067557,Entregado,,0,3.0
2024-08-15,2024,8,Ibagué,Barranquilla,Aéreo,Refrigerada,CargaSur,34049.75,1057.8,6.5,6.4,0.0,215810520,Entregado,2.7,0,4.9
2021-02-06,2021,2,Pereira,Armenia,Terrestre,Sobredimensionada,LogiCosta,27401.45,831.2,11.8,9.8,0.0,30326665,Entregado,,3,4.6
2024-06-09,2024,6,Medellín,Ibagué,Fluvial,Sobredimensionada,LogiCosta,28637.69,750.0,62.1,59.4,0.0,47197802,Entregado,,0,4.9
2024-07-30,2024,7,Barranquilla,Neiva,Marítimo,Sobredimensionada,ExpressTrans,313.82,689.7,45.3,62.3,17.0,190401,Entregado,,0,1.1
2020-06-04,2020,6,Villavicencio,Armenia,Marítimo,Líquidos,CargoRápido,47001.85,327.8,107.4,141.0,33.6,50331286,Retrasado,,0,2.2
2023-09-20,2023,9,Bogotá,Ibagué,Aéreo,Líquidos,CargoRápido,14449.1,315.9,3.4,5.1,1.7,31748324,Entregado,,0,4.0
2021-02-14,2021,2,Bogotá,Neiva,Fluvial,General,CargaSur,32377.46,765.3,13.2,11.8,0.0,73997279,Retrasado,,0,4.7
2023-10-07,2023,10,Cartagena,Santa Marta,Aéreo,Sobredimensionada,MoviCarga,36485.17,561.4,6.6,6.6,0.0,268860382,Entregado,,0,4.6
2020-06-05,2020,6,Cali,Popayán,Terrestre,General,MoviCarga,3392.52,1167.0,16.6,16.4,0.0,3750927,Retrasado,,3,4.3
2022-10-21,2022,10,Villavicencio,Popayán,Fluvial,Líquidos,LogiExpress,24113.97,549.3,59.1,62.0,2.9,11376284,En Tránsito,,0,3.3
2023-01-21,2023,1,Cartagena,Villavicencio,Terrestre,Líquidos,LogiExpress,49606.94,285.3,5.3,6.2,0.9,31473477,En Tránsito,,1,4.0
2024-03-30,2024,3,Manizales,Bucaramanga,Terrestre,Peligrosa,LogiNorte,39654.0,677.0,9.4,12.6,3.2,40433698,En Tránsito,,1,2.7
2023-07-29,2023,7,Santa Marta,Armenia,Terrestre,Refrigerada,TransAndino,27917.14,713.9,13.5,14.3,0.8,54806159,En Tránsito,-4.5,1,3.5
2021-12-28,2021,12,Bogotá,Neiva,Marítimo,Peligrosa,LogiNorte,37511.66,312.6,54.3,61.1,6.8,8492911,Entregado,,0,3.0
